Sl.No,project_name,agency,State,approval_date,start_date,original_doc,revised_doc,original_cost,revised_cost,expenditure,physical_progress,project_code,legacy_ocms_code,pmgid,cost_overrun_amount,cost_overrun_percent,expenditure_percent,remaining_cost,expenditure_progress_gap,planned_duration_months,approval_to_start_months,project_age_months,schedule_change_months,time_overrun_flag,cost_overrun_flag,project_size_category,low_progress_flag,spending_ahead_of_progress,expenditure_exceeds_revised_cost,extreme_cost_overrun,cost_risk,schedule_risk,progress_risk,financial_risk,risk_score,risk_level,intervention_priority
1448,"Construction of 2 lane with paved shoulder of Shillong Western Bypass starting from NH-06 near Ladumsaw existing km 60.900 of old NH-40 to NH-106 old NH-44E, Package-II km 12800 to km 24700 under SARDP-NE Phase A in the State of Meghalaya on EPC Mode",NHIDCL,Meghalaya,2023-03-01,2024-09-01,2026-09-01,2026-09-01,686.03,686.03,228.79,46.51,NHIDCL,618420,N24002157,0.0,0.0,33.34985350494876,457.24,-13.160146495051237,24.0,18.0,19.0,0.0,0,0,Medium,0,0,0,0,0,0,75,0,18.75,LOW,1630
1694,Balance Works for Four laning of Vikravandi to Sethiyathope section from Km 0.0 to Km 65.96 of NH-45C in Tamil Nadu under NHDP Phase-IV on EPC mode,National Highways Authority of India [NHAI],Tamil Nadu,2025-01-01,2025-06-01,2027-06-01,2027-06-01,1163.17,834.46,166.37,26.7,National Highways Authority of India [NHAI],618898,-,-328.71000000000004,-28.259841639657147,19.937444574934688,668.09,-6.762555425065312,24.0,5.0,10.0,0.0,0,0,Large,0,0,0,0,0,0,75,0,18.75,LOW,1630
568,4TH LINE RAJNANDGAON-DONGARHGARH [31.2 KM] [PB-72/NR/2022-23],SECR,Chhattisgarh,2022-09-01,2024-05-01,2027-01-01,2027-01-01,328.34,328.34,78.66,33.0,SECR,709818,N22000577,0.0,0.0,23.95687397210209,249.68,-9.043126027897909,32.0,20.0,23.0,0.0,0,0,Small,0,0,0,0,0,0,75,0,18.75,LOW,1630
272,Kochi Metro Rail Phase 2 Development Project,CSPCC Projects,Kerala,2022-11-01,2022-11-01,2026-11-01,2026-11-01,1957.05,1957.05,746.33,36.17,CSPCC Projects,702664,N28000158,0.0,0.0,38.135458981630514,1210.7199999999998,1.965458981630512,48.0,0.0,41.0,0.0,0,0,Large,0,0,0,0,0,0,75,0,18.75,LOW,1630
1081,"Construction of Additional Structures, Improvement of Service Road & Maintenance of Six Lane Gurgaon-Jaipur Section of NH-48 old NH-8 between km 42700 to km 107100 in the State of Haryana",National Highways Authority of India [NHAI],Haryana,2024-05-01,2025-05-01,2027-05-01,2027-05-01,401.74,240.02,93.89,45.02,National Highways Authority of India [NHAI],618506,-,-161.72,-40.254891223179165,39.1175735355387,146.13,-5.9024264644613,24.0,12.0,11.0,0.0,0,0,Small,0,0,0,0,0,0,75,0,18.75,LOW,1630
1294,4-lanning of Gyaraspur to Rahatgarh section of NH-146 from Design Ch. 88361 to Ch 124470 in the state of MP on HAM mode,National Highways Authority of India [NHAI],Madhya Pradesh,2024-10-01,2025-11-01,2027-11-01,2027-11-01,903.44,592.44,104.59,25.02,National Highways Authority of India [NHAI],618672,-,-311.0,-34.423979456300366,17.654108432921475,487.85,-7.365891567078524,24.0,13.0,5.0,0.0,0,0,Medium,0,0,0,0,0,0,75,0,18.75,LOW,1630
1711,6-Laning of Pune-Hyderabad Section of NH-65 from Km 493/0 to Km 524/0 from Sangareddy X Roads to Madinaguda in the State of Telangana,MoRTH,Telangana,2023-03-01,2024-07-01,2026-07-01,2026-07-01,1297.75,1297.75,0.0,37.5,MoRTH,617939,-,0.0,0.0,0.0,1297.75,-37.5,24.0,16.0,21.0,0.0,0,0,Large,0,0,0,0,0,0,75,0,18.75,LOW,1630
620,Indore - Budni New Railway Line [198 kms],RVNL - II,Madhya Pradesh,2019-08-01,2020-10-01,2030-09-01,2030-09-01,7474.0,7474.0,2529.21,36.0,RVNL - II,705763,N22000601,0.0,0.0,33.84011238961734,4944.79,-2.159887610382661,119.0,14.0,66.0,0.0,0,0,Mega,0,0,0,0,0,0,75,0,18.75,LOW,1630
350,LPG Bottling Plant at Mualkhang,Ministry of Petroleum & Natural Gas,Mizoram,2024-07-01,2024-07-01,2028-10-01,2027-11-01,225.71,225.71,22.78,32.0,Ministry of Petroleum & Natural Gas,617829,-,0.0,0.0,10.092596694873954,202.93,-21.90740330512605,51.0,0.0,21.0,-11.0,0,0,Small,0,0,0,0,0,0,75,0,18.75,LOW,1630
614,Kumbalam-Turavur doubling project [15.59 Km],Ministry of Railways,Kerala,2023-04-01,2023-04-01,2027-03-01,2027-03-01,813.0,802.8,126.48,30.5,Ministry of Railways,705638,N22000620,-10.200000000000044,-1.254612546125467,15.754857997010468,676.3199999999999,-14.745142002989532,47.0,0.0,36.0,0.0,0,0,Medium,0,0,0,0,0,0,75,0,18.75,LOW,1630
1770,"Widening to Four Lane rigid pavement configuration from Km 90.00 to Km 100.800 on NH-96 Km 42.0 to Km 53.300 as per new NH-330,design length of 11.300 km under EPC mode in the state of Uttar Pradesh.",MoRTH,Uttar Pradesh,2022-12-01,2024-11-01,2026-11-01,2026-11-01,309.63,309.63,32.4,25.0,MoRTH,617964,N24002199,0.0,0.0,10.464102315667086,277.23,-14.535897684332914,24.0,23.0,17.0,0.0,0,0,Small,0,0,0,0,0,0,75,0,18.75,LOW,1630
1442,Improvement/Widening to 2-L with Paved Shoulder/ 4-Laning of NH-40 section from Km 151330 to Km 163400 design Km 63.530 to Km 71.520 including Dawki Bridge of length 368 m between Shillong-Dawki under JICA ODA Loan assistance Phase-II Pkg- 5 -Balance work,NHIDCL,Meghalaya,2020-07-01,2024-05-01,2026-11-01,2026-11-01,284.21,284.21,0.0,38.77,NHIDCL,618374,N24001335,0.0,0.0,0.0,284.21,-38.77,30.0,46.0,23.0,0.0,0,0,Small,0,0,0,0,0,0,75,0,18.75,LOW,1630
1808,"Construction of Salempur bypass to 4LPS from km 64.000 of NH-727A Km 171.00 of Sonauli Balia Marg, old SH-01, near Mahadahan Chauraha to km 61.500 of NH-727B Km 178.500 of Sonauli Balia Marg, old SH-01, near near Ahirauli Village under Hybrid Annuity Mode HAM in the State of Uttar Pradesh",MoRTH,Uttar Pradesh,2022-03-01,2025-11-01,2027-11-01,2027-11-01,1348.06,1348.06,0.0,25.0,MoRTH,618260,-,0.0,0.0,0.0,1348.06,-25.0,24.0,44.0,5.0,0.0,0,0,Large,0,0,0,0,0,0,75,0,18.75,LOW,1630
1811,"Widening and Strengthening to two Lane with Paved Shoulder/Four Lane with paved shoulder configuration from km. 61.500 of NH-727B near Nawalpur km 178.500 of Sonauli Balia Marg, Old SH-01 i.e. end point of Salempur Bypass to km. 106.495 of NH-727B near Sikanderpur under EPC mode",MoRTH,Uttar Pradesh,2023-05-01,2025-12-01,2028-05-01,2028-05-01,2061.86,2061.86,0.0,25.0,MoRTH,618264,-,0.0,0.0,0.0,2061.86,-25.0,29.0,31.0,4.0,0.0,0,0,Large,0,0,0,0,0,0,75,0,18.75,LOW,1630
417,Visakh Raipur Pipeline Project,Ministry of Petroleum and Natural Gas,"Multi-States
(Andhra Pradesh,
Chhattisgarh,
Odisha)",2024-09-01,2024-09-01,2027-09-01,2027-09-01,2212.0,2212.0,498.11,34.0,Ministry of Petroleum and Natural Gas,616254,N16000539,0.0,0.0,22.51853526220615,1713.89,-11.48146473779385,36.0,0.0,19.0,0.0,0,0,Large,0,0,0,0,0,0,75,0,18.75,LOW,1630
1392,Upgradation of 2L/4L with Paved Shoulder of Shirwal-Lonand Section from KM 159900 To KM 188025 of NH-965DD Section I and 2L With Paved Shoulder of Lonand-Satara Section from KM 51500 To KM 96246 Of NH-965D Section II in Satara District in the State of Maharashtra on EPC Mode under NHO-,National Highways Authority of India [NHAI],Maharashtra,2025-03-01,2025-06-01,2027-06-01,2027-06-01,538.11,307.24,96.11,33.37,National Highways Authority of India [NHAI],618754,-,-230.87,-42.903867239040345,31.28173414919932,211.13,-2.0882658508006777,24.0,3.0,10.0,0.0,0,0,Medium,0,0,0,0,0,0,75,0,18.75,LOW,1630
1818,Construction of Ring Road around Kanpur from Ch.68.650 to Ch.93.209 Jarkala to Pakari Package-IV in State of Uttar Pradesh.,National Highways Authority of India [NHAI],Uttar Pradesh,2023-02-01,2024-12-01,2027-06-01,2027-06-01,1603.53,1192.16,196.64,32.83,National Highways Authority of India [NHAI],618536,-,-411.3699999999999,-25.654025805566462,16.494430277815056,995.52,-16.335569722184943,30.0,22.0,16.0,0.0,0,0,Large,0,0,0,0,0,0,75,0,18.75,LOW,1630
1411,Widening/Improvement of existing 2-lane to 4-Lane Divided Highway from Kuraopokpi to Sekmai section of Imphal-Kohima Road Design Ch. km 287.00 to 297.700 of NH-39 New NH-02 in state of Manipur on EPC mode Pkg-5A,NHIDCL,Manipur,2020-09-01,2025-02-01,2026-08-01,2026-08-01,228.97,228.97,33.76,48.16,NHIDCL,618301,-,0.0,0.0,14.74428964493165,195.21,-33.41571035506835,18.0,53.0,14.0,0.0,0,0,Small,0,0,0,0,0,0,75,0,18.75,LOW,1630
1393,Up-gradation to Four Lane with Paved Shoulder configuration of the highway starting from existing km 88.400 Savali Vihir to km 163.400 start of Ahmednagar bypass Design Length 75.000 km section of NH-160 in the State of Maharashtra under Bharatmala Pariyojana on EPC Mode,NHAI,Maharashtra,2024-10-01,2025-04-01,2027-04-01,2027-04-01,862.0,617.93,210.27,36.32,NHAI,618766,-,-244.07000000000005,-28.314385150812072,34.028126163157644,407.66,-2.291873836842356,24.0,6.0,12.0,0.0,0,0,Medium,0,0,0,0,0,0,75,0,18.75,LOW,1630
1827,4/6L of Northern Ayodhya Bypass starting Km. 112.540 and ending Km. 139.928 north of existing NH-27 part-1 and part-2 south of NH-27 from km 0.000 to km 5.000.,NHAI,Uttar Pradesh,2024-08-01,2025-07-01,2028-01-01,2028-01-01,2289.34,1834.25,198.35,26.13,NHAI,618567,-,-455.09000000000015,-19.878654983532375,10.81368406705738,1635.9,-15.31631593294262,30.0,11.0,9.0,0.0,0,0,Large,0,0,0,0,0,0,75,0,18.75,LOW,1630
1828,4/6L Southern Ayodhya Bypass from Km 5.000 to Km 37.172 starting near Km. 112.540 and ending at Km. 153.281 of NH-27,NHAI,Uttar Pradesh,2024-08-01,2025-03-01,2027-09-01,2027-09-01,2541.13,1983.05,265.58,35.14,NHAI,618568,-,-558.0800000000002,-21.961883099251125,13.392501449786945,1717.47,-21.747498550213056,30.0,7.0,13.0,0.0,0,0,Large,0,0,0,0,0,0,75,0,18.75,LOW,1630
406,Ethylene Cracker Project at Bina Refinery including downstream Petrochemical Plants and expansion of Refinery,MinistryofPetroleumNaturalGas,Madhya Pradesh,2023-05-01,2023-05-01,2028-05-01,2028-05-01,43367.0,43367.0,4802.7,25.5,MinistryofPetroleumNaturalGas,709798,N16000518,0.0,0.0,11.074549772868773,38564.3,-14.425450227131227,60.0,0.0,35.0,0.0,0,0,Mega,0,0,0,0,0,0,75,0,18.75,LOW,1630
403,Augmentation of CCKPL and IDPL Pipelines capacity along with setting up of Palakkad TOP,Ministry of Petroleum & Natural Gas,Kerala,2024-09-01,2024-09-01,2028-08-01,2028-08-01,1130.0,1130.0,268.98,36.2,Ministry of Petroleum & Natural Gas,617838,-,0.0,0.0,23.80353982300885,861.02,-12.396460176991152,47.0,0.0,19.0,0.0,0,0,Large,0,0,0,0,0,0,75,0,18.75,LOW,1630
401,Demo Bio-ATF Project,Ministry of Petroleum & Natural Gas,Karnataka,2024-03-01,2024-03-01,2027-01-01,2027-01-01,364.0,364.0,71.1,47.4,Ministry of Petroleum & Natural Gas,616879,N16000536,0.0,0.0,19.53296703296703,292.9,-27.86703296703297,34.0,0.0,25.0,0.0,0,0,Small,0,0,0,0,0,0,75,0,18.75,LOW,1630
1186,"Widening to Two Lane with Paved Shoulders from KB Cross to Chunchanahalli ie., Design Ch. 485240 Km Existing Km 494.000 to Design Ch. 523393 Km Existing km 533.152 & From Design Ch. 530393 Existing Km 540.175 to Design Ch. 534476 Existing Km 544.200 at Nelligere of NH-150A on EPC mode under Annual Plan 2022-23 NH-150A-KNT-2022-23-977 dated 08.03.2023",MoRTH,Karnataka,2023-03-01,2025-07-01,2027-01-01,2027-01-01,617.28,617.28,4.47,40.0,MoRTH,618086,-,0.0,0.0,0.7241446345256609,612.81,-39.27585536547434,18.0,28.0,9.0,0.0,0,0,Medium,0,0,0,0,0,0,75,0,18.75,LOW,1630
379,"City Gas Distribution Projects at Darbhanga, Madhubani, Supaul, Sitamarhi and Sheohar districts",Bharat Petroleum Corporation Limited [BPCL],Bihar,2022-12-01,2022-12-01,2030-03-01,2030-03-01,3638.0,3638.0,472.43,33.3,Bharat Petroleum Corporation Limited [BPCL],709792,N16000524,0.0,0.0,12.985981308411215,3165.57,-20.31401869158878,87.0,0.0,40.0,0.0,0,0,Large,0,0,0,0,0,0,75,0,18.75,LOW,1630
1188,Widening to Two Lane with Paved Shoulders from Km 0.00 Design Chainage 0.00 to Km 23.338 Design Chainage 23310 of NH-166E MH/KNT Border- Kanamadi- Bijjargi- Tikota section in the state of Karnataka in EPC Mode under Annual plan 2022-23 NH- 166E-KNT-2022-23-974,MoRTH,Karnataka,2023-02-01,2024-09-01,2026-03-01,2026-03-01,196.05,196.05,0.0,30.0,MoRTH,618095,-,0.0,0.0,0.0,196.05,-30.0,18.0,19.0,19.0,0.0,0,0,Small,0,0,0,0,0,0,75,0,18.75,LOW,1630
1921,"Slope protection and landslide mitigation at 4 vulnerable locations km 1.950 to Km 2.100, km 11.100 to 11.450, km 22.435 to km 22.485 and km 22.610 to km 22.680 within Sevoke-Rangpo section of NH-10 old NH-31A in Darjeeling & Kalimpong district in the State of West Bengal on EPC mode",NHIDCL,West Bengal,2024-02-01,2025-06-01,2027-06-01,2027-06-01,152.27,152.27,0.0,27.3,NHIDCL,619187,-,0.0,0.0,0.0,152.27,-27.3,24.0,16.0,10.0,0.0,0,0,Small,0,0,0,0,0,0,75,0,18.75,LOW,1630
1397,Construction of Standalone Flyover cum ROB from Design Ch.66.600 to Design Ch.68.800 in Gadchandur Town on NH-353B,National Highways Authority of India [NHAI],Maharashtra,2025-02-01,2025-07-01,2027-07-01,2027-07-01,191.31,107.76,25.19,29.96,National Highways Authority of India [NHAI],618939,-,-83.55,-43.67257331033401,23.37602078693393,82.57000000000001,-6.583979213066073,24.0,5.0,9.0,0.0,0,0,Small,0,0,0,0,0,0,75,0,18.75,LOW,1630
1849,4L Kasganj-Badaun Section from Km. 123.100 to Km. 179.500 Pkg-III of NH530B,National Highways Authority of India [NHAI],Uttar Pradesh,2023-03-01,2025-05-01,2027-05-01,2027-04-01,2009.11,1936.61,191.05,28.21,National Highways Authority of India [NHAI],618867,-,-72.5,-3.608562995555246,9.865176777978014,1745.56,-18.344823222021983,24.0,26.0,11.0,-1.0,0,0,Large,0,0,0,0,0,0,75,0,18.75,LOW,1630
420,"CGD Project in Banka, Dumka, Godda, Jamtara, Pakur, Sahibganj GA ID 11A.02",Hindustan Petroleum Corporation Limited,"Multi-States
(Bihar, Jharkhand)",2022-06-01,2022-06-01,2030-06-01,2030-06-01,1377.0,1377.0,375.17,37.0,Hindustan Petroleum Corporation Limited,709757,N16000497,0.0,0.0,27.245461147421935,1001.83,-9.754538852578063,96.0,0.0,46.0,0.0,0,0,Large,0,0,0,0,0,0,75,0,18.75,LOW,1630
1806,Widening to 4 lane from km. 108.50 to km 139.00 of NH-135A Pkg-II Jaunpur Akbarpur section on Hybrid Annuity Mode in the state of Uttar Pradesh,MoRTH,Uttar Pradesh,2023-03-01,2025-03-01,2027-03-01,2027-03-01,1511.57,1511.57,0.0,32.0,MoRTH,618249,N24002234,0.0,0.0,0.0,1511.57,-32.0,24.0,24.0,13.0,0.0,0,0,Large,0,0,0,0,0,0,75,0,18.75,LOW,1630
1441,Improvement/Widening of New NH-217 Dainadubi-Darugiri section to Two lane with paved shoulder in Meghalaya from design Km 0000 to Km 40840 existing Km 8600 to Km 53000 of Old NH-62 under BMP Lot-1 Pkg-1B Meghalaya portion,NHIDCL,Meghalaya,2023-03-01,2025-03-01,2027-03-01,2027-03-01,705.83,705.83,0.0,38.75,NHIDCL,618295,N24002233,0.0,0.0,0.0,705.83,-38.75,24.0,24.0,13.0,0.0,0,0,Medium,0,0,0,0,0,0,75,0,18.75,LOW,1630
427,"City Gas Distribution Projects at Fazilka [except area already authorized], Ganganagar and Hanumangarh districts",Bharat Petroleum Corporation Limited [BPCL],"Multi-States
(Punjab,
Rajasthan)",2022-12-01,2022-12-01,2030-06-01,2030-06-01,3207.0,3207.0,414.52,30.8,Bharat Petroleum Corporation Limited [BPCL],709794,N16000520,0.0,0.0,12.92547552229498,2792.48,-17.874524477705023,90.0,0.0,40.0,0.0,0,0,Large,0,0,0,0,0,0,75,0,18.75,LOW,1630
1386,Construction of 7 Nos of Standalone safety structures/works at different locations on various NHs,National Highways Authority of India [NHAI],Maharashtra,2025-01-01,2025-07-01,2027-01-01,2027-01-01,168.52,112.03,10.11,26.37,National Highways Authority of India [NHAI],618627,-,-56.49000000000001,-33.52124376928555,9.02436847273052,101.92,-17.345631527269482,18.0,6.0,9.0,0.0,0,0,Small,0,0,0,0,0,0,75,0,18.75,LOW,1630
1764,Rehabilitation and up-gradation of road from design km 25.250 to km 36.460 Total lengh 11.210 km of Kailashahar-Kurti Bridge section on NH-208A to 2-lane with paved shoulder on EPC basis under NHO Package-III- Balance Work,NHIDCL,Tripura,2020-02-01,2024-09-01,2026-03-01,2026-03-01,174.43,174.43,0.0,41.9,NHIDCL,618385,N24002159,0.0,0.0,0.0,174.43,-41.9,18.0,55.0,19.0,0.0,0,0,Small,0,0,0,0,0,0,75,0,18.75,LOW,1630
1349,Rehabilitation and Up-gradation of Jarud - Sirsala section of NH-361F km 59500 to km11500 to Two lane with paved shoulder/ Four Lane in the state of Maharashtra on EPC mode Length 55.5 Km.,MoRTH,Maharashtra,2024-03-01,2025-05-01,2027-05-01,2027-05-01,540.35,540.35,95.57,49.89,MoRTH,618137,-,0.0,0.0,17.686684556306094,444.78,-32.20331544369391,24.0,14.0,11.0,0.0,0,0,Medium,0,0,0,0,0,0,75,0,18.75,LOW,1630
456,City Gas Distribution Projects at Alipurduar and Cooch Behar,Bharat Petroleum Corporation Limited [BPCL],West Bengal,2022-12-01,2022-12-01,2030-03-01,2030-03-01,1017.0,1017.0,227.8,43.6,Bharat Petroleum Corporation Limited [BPCL],709791,N16000522,0.0,0.0,22.3992133726647,789.2,-21.2007866273353,87.0,0.0,40.0,0.0,0,0,Large,0,0,0,0,0,0,75,0,18.75,LOW,1630
1160,4L Elevated corridor of Kalimandir-Dimna Chowk-Baliguma Jamshedpur Section of NH-33 New NH-18 from km 241940 to km 251961 Length 10.021 km,National Highways Authority of India [NHAI],Jharkhand,2024-03-01,2024-09-01,2027-03-01,2027-03-01,936.26,832.2,281.39,43.21,National Highways Authority of India [NHAI],618736,-,-104.05999999999996,-11.114434024736711,33.81278538812785,550.8100000000001,-9.397214611872151,30.0,6.0,19.0,0.0,0,0,Medium,0,0,0,0,0,0,75,0,18.75,LOW,1630
454,"CGD Project in Malda, Birbhum, Murshidabad, Dakshin Dinajpur GA ID 11A.03",Hindustan Petroleum Corporation Limited,West Bengal,2022-06-01,2022-06-01,2030-06-01,2030-06-01,2628.0,2628.0,388.06,36.3,Hindustan Petroleum Corporation Limited,709758,N16000498,0.0,0.0,14.766362252663622,2239.94,-21.533637747336375,96.0,0.0,46.0,0.0,0,0,Large,0,0,0,0,0,0,75,0,18.75,LOW,1630
1778,Construction of Amethi bypass Part-II at km.30.050 of NH-931 under EPC mode in the state of Uttar Pradesh,MoRTH,Uttar Pradesh,2022-12-01,2025-02-01,2027-02-01,2027-02-01,283.86,283.86,24.5,43.0,MoRTH,618066,N24002214,0.0,0.0,8.631015289227083,259.36,-34.36898471077292,24.0,26.0,14.0,0.0,0,0,Small,0,0,0,0,0,0,75,0,18.75,LOW,1630
1786,"Improvement and up-gradation of NH-227B 84 Kosi Parikrama Marg Package III, from Km.47.800 Gosaiganj to Km.73.300 Bikapur in the State of Uttar Pradesh on EPC basis.",MoRTH,Uttar Pradesh,2022-03-01,2025-05-01,2026-11-01,2026-11-01,587.97,587.97,37.42,28.0,MoRTH,618113,N24002241,0.0,0.0,6.36427028589894,550.5500000000001,-21.63572971410106,18.0,38.0,11.0,0.0,0,0,Medium,0,0,0,0,0,0,75,0,18.75,LOW,1630
1788,lmprovement and Up-gradation from Km. 73.300 Bikapur to Km.140.960 Patranga of NH-227B 84 Kosi Parikrama Marg to 2LPS along with Parikrama Path,MoRTH,Uttar Pradesh,2022-11-01,2026-01-01,2028-01-01,2028-01-01,1679.75,1679.75,66.99,25.4,MoRTH,618116,-,0.0,0.0,3.9880934662896257,1612.76,-21.411906533710372,24.0,38.0,3.0,0.0,0,0,Large,0,0,0,0,0,0,75,0,18.75,LOW,1630
443,City Gas Distribution Projects at the Nilgiris and Erode districts,Bharat Petroleum Corporation Limited [BPCL],Tamil Nadu,2022-12-01,2022-12-01,2030-03-01,2030-03-01,3685.0,3685.0,288.66,25.4,Bharat Petroleum Corporation Limited [BPCL],709796,N16000521,0.0,0.0,7.8333785617367715,3396.34,-17.566621438263226,87.0,0.0,40.0,0.0,0,0,Large,0,0,0,0,0,0,75,0,18.75,LOW,1630
155,Tubed Coal Mine,Damodar Valley Corporation,Jharkhand,2016-07-01,2016-10-01,2026-05-01,2026-05-01,1581.0,1581.0,601.03,36.0,Damodar Valley Corporation,400192,-,0.0,0.0,38.01581277672359,979.97,2.0158127767235925,115.0,3.0,114.0,0.0,0,0,Large,0,0,0,0,0,0,75,0,18.75,LOW,1630
1350,"Widening, Reconstruction & Up-gradation to 2 lane with Paved Shoulder/Four Lane configuration for the work of Sautada to Shirapur Section of NH-561 from Design km 86300 to km 125589 in the state of Maharashtra on EPC mode. Design length 39.289 km",MoRTH,Maharashtra,2024-03-01,2025-05-01,2026-11-01,2026-11-01,349.57,349.57,0.0,41.13,MoRTH,618138,-,0.0,0.0,0.0,349.57,-41.13,18.0,14.0,11.0,0.0,0,0,Small,0,0,0,0,0,0,75,0,18.75,LOW,1630
1351,Rehabilitation and Up-gradation of Gangakhed Loha section of NH-361F from Km 169/00 to 210/00 to two lane with paved shoulder/ four lane configuration in the state of Maharashtra on EPC mode Length - 41.00 Km.,MoRTH,Maharashtra,2024-03-01,2025-04-01,2026-09-01,2026-09-01,355.12,355.12,0.0,43.46,MoRTH,618139,-,0.0,0.0,0.0,355.12,-43.46,17.0,13.0,12.0,0.0,0,0,Small,0,0,0,0,0,0,75,0,18.75,LOW,1630
438,Integrated Development of 4 Contract Areas under DSF-II,Ministry of Petroleum & Natural Gas,Offshore,2023-05-01,2023-05-01,2027-04-01,2027-04-01,6183.79,6183.79,1555.0,40.4,Ministry of Petroleum & Natural Gas,709851,N16000537,0.0,0.0,25.146390805638617,4628.79,-15.253609194361385,47.0,0.0,35.0,0.0,0,0,Mega,0,0,0,0,0,0,75,0,18.75,LOW,1630
1802,Construction of Basti Ring Road Phase-I with 4L configuration for Basti City in the state of Uttar Pradesh on HAM mode,MoRTH,Uttar Pradesh,2022-12-01,2025-06-01,2027-06-01,2027-06-01,1138.72,1138.72,0.0,27.0,MoRTH,618243,N24002245,0.0,0.0,0.0,1138.72,-27.0,24.0,30.0,10.0,0.0,0,0,Large,0,0,0,0,0,0,75,0,18.75,LOW,1630
1803,Construction of Raebareli Ring Road Phase-2 with four Lane configuration for Raebareli City in the state of Uttar Pradesh on Hybrid Annuity Model HAM basis,MoRTH,Uttar Pradesh,2022-03-01,2025-05-01,2027-05-01,2027-05-01,1273.72,1273.72,0.0,44.37,MoRTH,618244,N24002235,0.0,0.0,0.0,1273.72,-44.37,24.0,38.0,11.0,0.0,0,0,Large,0,0,0,0,0,0,75,0,18.75,LOW,1630
428,"Augmentation/ Revamping of Dimapur Depot, Dimapur",MinistryofPetroleumNaturalGas,Nagaland,2023-08-01,2023-08-01,2027-11-01,2027-11-01,227.62,227.62,25.94,41.0,MinistryofPetroleumNaturalGas,709786,N16000529,0.0,0.0,11.3961866268342,201.68,-29.6038133731658,51.0,0.0,32.0,0.0,0,0,Small,0,0,0,0,0,0,75,0,18.75,LOW,1630
1338,Nandurshingote to Kolhar,MoRTH,Maharashtra,2024-09-01,2025-06-01,2026-12-01,2026-12-01,325.79,325.79,9.87,27.0,MoRTH,618088,-,0.0,0.0,3.029558918321618,315.92,-23.97044108167838,18.0,9.0,10.0,0.0,0,0,Small,0,0,0,0,0,0,75,0,18.75,LOW,1630
380,"City Gas Distribution Projects at Gopalganj, Siwan, West Champaran, East Champaran and Deoria districts",Bharat Petroleum Corporation Limited [BPCL],Bihar,2022-12-01,2022-12-01,2030-06-01,2030-06-01,3919.0,3919.0,510.08,30.1,Bharat Petroleum Corporation Limited [BPCL],709793,N16000523,0.0,0.0,13.015565195202855,3408.92,-17.084434804797144,90.0,0.0,40.0,0.0,0,0,Large,0,0,0,0,0,0,75,0,18.75,LOW,1630
